penalty,.metric,.estimator,mean,n,std_err,.config
0.001,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod01_post0
0.001,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod01_post0
0.0012067926406393288,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod02_post0
0.0012067926406393288,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod02_post0
0.0014563484775012444,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod03_post0
0.0014563484775012444,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod03_post0
0.0017575106248547913,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod04_post0
0.0017575106248547913,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod04_post0
0.0021209508879201904,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod05_post0
0.0021209508879201904,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod05_post0
0.002559547922699536,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod06_post0
0.002559547922699536,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod06_post0
0.0030888435964774815,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod07_post0
0.0030888435964774815,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod07_post0
0.003727593720314938,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod08_post0
0.003727593720314938,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod08_post0
0.004498432668969444,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod09_post0
0.004498432668969444,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod09_post0
0.005428675439323859,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod10_post0
0.005428675439323859,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod10_post0
0.006551285568595509,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod11_post0
0.006551285568595509,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod11_post0
0.0079060432109077,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod12_post0
0.0079060432109077,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod12_post0
0.009540954763499945,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod13_post0
0.009540954763499945,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod13_post0
0.01151395399326447,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod14_post0
0.01151395399326447,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod14_post0
0.013894954943731374,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod15_post0
0.013894954943731374,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod15_post0
0.016768329368110076,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod16_post0
0.016768329368110076,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod16_post0
0.020235896477251564,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod17_post0
0.020235896477251564,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod17_post0
0.02442053094548651,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod18_post0
0.02442053094548651,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod18_post0
0.029470517025518096,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod19_post0
0.029470517025518096,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod19_post0
0.03556480306223129,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod20_post0
0.03556480306223129,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod20_post0
0.04291934260128776,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod21_post0
0.04291934260128776,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod21_post0
0.0517947467923121,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod22_post0
0.0517947467923121,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod22_post0
0.0625055192527397,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod23_post0
0.0625055192527397,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod23_post0
0.07543120063354615,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod24_post0
0.07543120063354615,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod24_post0
0.09102981779915217,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod25_post0
0.09102981779915217,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod25_post0
0.10985411419875583,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod26_post0
0.10985411419875583,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod26_post0
0.13257113655901082,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod27_post0
0.13257113655901082,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod27_post0
0.15998587196060574,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod28_post0
0.15998587196060574,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod28_post0
0.19306977288832497,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod29_post0
0.19306977288832497,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod29_post0
0.2329951810515372,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod30_post0
0.2329951810515372,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod30_post0
0.2811768697974228,rmse,standard,5.270388814997262,10,0.14480335590941176,pre0_mod31_post0
0.2811768697974228,rsq,standard,0.6333955601866346,10,0.029432070558489856,pre0_mod31_post0
0.3393221771895326,rmse,standard,5.27087526065779,10,0.14469015514675018,pre0_mod32_post0
0.3393221771895326,rsq,standard,0.6334091210275342,10,0.029440365489041113,pre0_mod32_post0
0.4094915062380423,rmse,standard,5.274053955378002,10,0.1450281035382458,pre0_mod33_post0
0.4094915062380423,rsq,standard,0.6330919494495288,10,0.02964126911338775,pre0_mod33_post0
0.49417133613238334,rmse,standard,5.2788148267414,10,0.14545457454649485,pre0_mod34_post0
0.49417133613238334,rsq,standard,0.6326551810884055,10,0.02990734293004024,pre0_mod34_post0
0.5963623316594643,rmse,standard,5.285882362770054,10,0.14585436266124158,pre0_mod35_post0
0.5963623316594643,rsq,standard,0.6320778400682385,10,0.030207258929491825,pre0_mod35_post0
0.7196856730011514,rmse,standard,5.29601316069659,10,0.1461973015815686,pre0_mod36_post0
0.7196856730011514,rsq,standard,0.6313266338112018,10,0.030542597038048614,pre0_mod36_post0
0.868511373751352,rmse,standard,5.3101881275404565,10,0.14644081101265846,pre0_mod37_post0
0.868511373751352,rsq,standard,0.6303529665660966,10,0.030914395136264837,pre0_mod37_post0
1.0481131341546852,rmse,standard,5.329546760158294,10,0.14653515472036385,pre0_mod38_post0
