penalty,.metric,.estimator,mean,n,std_err,.config
0.001,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod01_post0
0.001,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod01_post0
0.0012067926406393288,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod02_post0
0.0012067926406393288,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod02_post0
0.0014563484775012444,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod03_post0
0.0014563484775012444,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod03_post0
0.0017575106248547913,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod04_post0
0.0017575106248547913,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod04_post0
0.0021209508879201904,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod05_post0
0.0021209508879201904,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod05_post0
0.002559547922699536,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod06_post0
0.002559547922699536,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod06_post0
0.0030888435964774815,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod07_post0
0.0030888435964774815,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod07_post0
0.003727593720314938,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod08_post0
0.003727593720314938,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod08_post0
0.004498432668969444,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod09_post0
0.004498432668969444,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod09_post0
0.005428675439323859,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod10_post0
0.005428675439323859,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod10_post0
0.006551285568595509,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod11_post0
0.006551285568595509,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod11_post0
0.0079060432109077,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod12_post0
0.0079060432109077,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod12_post0
0.009540954763499945,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod13_post0
0.009540954763499945,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod13_post0
0.01151395399326447,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod14_post0
0.01151395399326447,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod14_post0
0.013894954943731374,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod15_post0
0.013894954943731374,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod15_post0
0.016768329368110076,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod16_post0
0.016768329368110076,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod16_post0
0.020235896477251564,rmse,standard,20.196273531955782,10,1.2898604324635916,pre0_mod17_post0
0.020235896477251564,rsq,standard,0.6509542064689661,10,0.0620713590001426,pre0_mod17_post0
0.02442053094548651,rmse,standard,20.198182389882174,10,1.2900769911829482,pre0_mod18_post0
0.02442053094548651,rsq,standard,0.650926310833839,10,0.062061972888458175,pre0_mod18_post0
0.029470517025518096,rmse,standard,20.197882229692468,10,1.2905212690878738,pre0_mod19_post0
0.029470517025518096,rsq,standard,0.6509075011428592,10,0.06203193673731143,pre0_mod19_post0
0.03556480306223129,rmse,standard,20.19714181459754,10,1.290901833671636,pre0_mod20_post0
0.03556480306223129,rsq,standard,0.650905374648429,10,0.06198411372668917,pre0_mod20_post0
0.04291934260128776,rmse,standard,20.196477343070036,10,1.291304171677166,pre0_mod21_post0
0.04291934260128776,rsq,standard,0.6509012164783818,10,0.061923599622797705,pre0_mod21_post0
0.0517947467923121,rmse,standard,20.196309315968,10,1.2918030722984732,pre0_mod22_post0
0.0517947467923121,rsq,standard,0.6508762969637578,10,0.06185421592084282,pre0_mod22_post0
0.0625055192527397,rmse,standard,20.196256645458092,10,1.2922789323450752,pre0_mod23_post0
0.0625055192527397,rsq,standard,0.6508588553032466,10,0.06175185118584141,pre0_mod23_post0
0.07543120063354615,rmse,standard,20.197346697241233,10,1.292991824151483,pre0_mod24_post0
0.07543120063354615,rsq,standard,0.6508173413040338,10,0.06161185933760063,pre0_mod24_post0
0.09102981779915217,rmse,standard,20.200432135147857,10,1.2939170382350986,pre0_mod25_post0
0.09102981779915217,rsq,standard,0.6507279065821755,10,0.06143689881997036,pre0_mod25_post0
0.10985411419875583,rmse,standard,20.205796887364354,10,1.294865598015672,pre0_mod26_post0
0.10985411419875583,rsq,standard,0.6505877169498807,10,0.061217694680384106,pre0_mod26_post0
0.13257113655901082,rmse,standard,20.216107037445063,10,1.2961890770513398,pre0_mod27_post0
0.13257113655901082,rsq,standard,0.6503483819915271,10,0.06094187537106747,pre0_mod27_post0
0.15998587196060574,rmse,standard,20.23426559941839,10,1.2981118473052446,pre0_mod28_post0
0.15998587196060574,rsq,standard,0.6499334751050607,10,0.060587366724479085,pre0_mod28_post0
0.19306977288832497,rmse,standard,20.257597091609696,10,1.3021629004482187,pre0_mod29_post0
0.19306977288832497,rsq,standard,0.649386224735961,10,0.06016394269424825,pre0_mod29_post0
0.2329951810515372,rmse,standard,20.277326246498543,10,1.3134123148270387,pre0_mod30_post0
0.2329951810515372,rsq,standard,0.6488547438651596,10,0.05972771256359982,pre0_mod30_post0
0.2811768697974228,rmse,standard,20.2962783645203,10,1.329685516245785,pre0_mod31_post0
0.2811768697974228,rsq,standard,0.6484556642843184,10,0.05915399126687034,pre0_mod31_post0
0.3393221771895326,rmse,standard,20.309399985573325,10,1.3505074739479621,pre0_mod32_post0
0.3393221771895326,rsq,standard,0.648411097858463,10,0.05843269342037449,pre0_mod32_post0
0.4094915062380423,rmse,standard,20.327674749112955,10,1.3737206374169226,pre0_mod33_post0
0.4094915062380423,rsq,standard,0.6481942505158894,10,0.05765880395111944,pre0_mod33_post0
0.49417133613238334,rmse,standard,20.35130509787228,10,1.4057177618962013,pre0_mod34_post0
0.49417133613238334,rsq,standard,0.6478860030624805,10,0.05671215583935439,pre0_mod34_post0
0.5963623316594643,rmse,standard,20.384428261176176,10,1.4468028901274312,pre0_mod35_post0
0.5963623316594643,rsq,standard,0.6474874092540162,10,0.055468999374553164,pre0_mod35_post0
0.7196856730011514,rmse,standard,20.437593251628577,10,1.495134743495715,pre0_mod36_post0
0.7196856730011514,rsq,standard,0.6466322799276181,10,0.05398147880524674,pre0_mod36_post0
0.868511373751352,rmse,standard,20.509681195811055,10,1.5367039450353954,pre0_mod37_post0
0.868511373751352,rsq,standard,0.6452555763485737,10,0.05224325952138432,pre0_mod37_post0
1.0481131341546852,rmse,standard,20.628670537992782,10,1.5779342253344382,pre0_mod38_post0
1.0481131341546852,rsq,standard,0.6424373959271422,10,0.050131891596161014,pre0_mod38_post0
1.2648552168552958,rmse,standard,20.783071023080286,10,1.5993247589796111,pre0_mod39_post0
1.2648552168552958,rsq,standard,0.6389142513582818,10,0.047481701882710114,pre0_mod39_post0
1.5264179671752318,rmse,standard,20.883934751639167,10,1.6299375935735843,pre0_mod40_post0
1.5264179671752318,rsq,standard,0.6379657874059977,10,0.04511532883074681,pre0_mod40_post0
1.8420699693267144,rmse,standard,21.004025179583497,10,1.6773398538260944,pre0_mod41_post0
1.8420699693267144,rsq,standard,0.6377412966546169,10,0.04216461934578796,pre0_mod41_post0
2.2229964825261934,rmse,standard,21.20261789793802,10,1.7342855373365347,pre0_mod42_post0
2.2229964825261934,rsq,standard,0.6367402913990905,10,0.03873385160861899,pre0_mod42_post0
2.6826957952797246,rmse,standard,21.5127860606203,10,1.7833177287158821,pre0_mod43_post0
2.6826957952797246,rsq,standard,0.6323605095405184,10,0.035932968825895854,pre0_mod43_post0
3.2374575428176433,rmse,standard,21.9069857883531,10,1.834077404579882,pre0_mod44_post0
3.2374575428176433,rsq,standard,0.6256174238960528,10,0.03356509346855358,pre0_mod44_post0
3.906939937054613,rmse,standard,22.41609340367865,10,1.875151081166677,pre0_mod45_post0
3.906939937054613,rsq,standard,0.6140469106478473,10,0.03322007469137224,pre0_mod45_post0
4.714866363457389,rmse,standard,23.045613362951592,10,1.9114160599920924,pre0_mod46_post0
4.714866363457389,rsq,standard,0.5968752289523974,10,0.03701248239517186,pre0_mod46_post0
5.689866029018293,rmse,standard,23.849205812845366,10,1.935395120846407,pre0_mod47_post0
5.689866029018293,rsq,standard,0.5748129886983322,10,0.041315572995467585,pre0_mod47_post0
6.866488450042998,rmse,standard,24.901871217391044,10,1.9679137747981557,pre0_mod48_post0
6.866488450042998,rsq,standard,0.5441970624163314,10,0.04397444329596713,pre0_mod48_post0
8.286427728546842,rmse,standard,25.77527249511124,10,2.088095779971662,pre0_mod49_post0
8.286427728546842,rsq,standard,0.5269398576427192,10,0.044066346272282855,pre0_mod49_post0
10,rmse,standard,26.91406361411483,10,2.2627570947096465,pre0_mod50_post0
10,rsq,standard,0.5010400840650544,10,0.04874355314980375,pre0_mod50_post0
